title,rating,review_count,attraction_name,region,tour_count,venue_type,venue_confidence
Full Day Baths,4.9,118.0,Casa del Arbol Swing,Central_South_America,73,indoor,0.8
"3-Day Andes Adventure Visiting Cotopaxi, Quilotoa and Baños",4.9,175.0,Casa del Arbol Swing,Central_South_America,73,indoor,0.8
"Andes and Amazon in 3 days: Cotopaxi, Quilotoa, Baños, Amazon",5.0,6.0,Casa del Arbol Swing,Central_South_America,73,indoor,0.8
Private Full Day Tour in Baños,5.0,18.0,Casa del Arbol Swing,Central_South_America,73,indoor,0.8
Baños Full Day Tour from Quito Including Entrances and Activities,4.9,530.0,Casa del Arbol Swing,Central_South_America,73,indoor,0.8
4 Day Private Tour From Volcanoes route to the Amazon Rainforest,5.0,2.0,Casa del Arbol Swing,Central_South_America,73,indoor,0.8
The best Pailon of Diablo and Tree House Tour.,4.9,58.0,Casa del Arbol Swing,Central_South_America,73,indoor,0.8
Cotopaxi & Baños 3Day/2Night - All included tours,4.7,25.0,Casa del Arbol Swing,Central_South_America,73,indoor,0.8
Cotopaxi and Banos Tour - Full Day from Quito,5.0,47.0,Casa del Arbol Swing,Central_South_America,73,indoor,0.8
Banos Tour from Quito - Upper part of the Amazon,4.8,22.0,Casa del Arbol Swing,Central_South_America,73,indoor,0.8
Get to know the city aboard CitySightseeing Panama,3.8,23.0,Mi Pueblito,Central_South_America,9,outdoor,0.8
Cerro Ancón MY TOWN AND Puente DE LAS AMERICAS,4.8,4.0,Mi Pueblito,Central_South_America,9,outdoor,0.8
Full Day Panama History Tour with Private Guide,4.9,12.0,Mi Pueblito,Central_South_America,9,outdoor,0.8
Panama city and canal tour's unforgettable.,5.0,22.0,Mi Pueblito,Central_South_America,9,outdoor,0.8
4-hour tour in Panama,4.0,4.0,Mi Pueblito,Central_South_America,9,outdoor,0.8
Private 5 Hours Tour Through The Colonial History of Panama,3.5,2.0,Mi Pueblito,Central_South_America,9,outdoor,0.8
City Sightseeing Panama City Hop-On Hop-Off Bus Tour,3.3,452.0,Mi Pueblito,Central_South_America,9,outdoor,0.8
"VIP Private Tour in a BMW Convertible, feel like a Movie Star!!",5.0,1.0,Mi Pueblito,Central_South_America,9,outdoor,0.8
4 Hours Short Tour in a Luxury Convertible Car in Panama,,,Mi Pueblito,Central_South_America,9,outdoor,0.8
Half-Day Tour to Laguna Cejar,4.8,37.0,Cejar Lagoon (Laguna Cejar),Central_South_America,27,outdoor,0.8
Tour to Laguna Cejar and Tibenquinche,4.8,4.0,Cejar Lagoon (Laguna Cejar),Central_South_America,27,outdoor,0.8
"4 Tour in 2 Days, in San Pedro de Atacama",4.4,7.0,Cejar Lagoon (Laguna Cejar),Central_South_America,27,outdoor,0.8
5 Fantastic in Atacama Desert in 3 Days,4.3,8.0,Cejar Lagoon (Laguna Cejar),Central_South_America,27,outdoor,0.8
Unique 3-Day Tour in San Pedro de Atacama,4.6,33.0,Cejar Lagoon (Laguna Cejar),Central_South_America,27,outdoor,0.8
3 Days and 4 Tours in San Pedro de Atacama,4.4,26.0,Cejar Lagoon (Laguna Cejar),Central_South_America,27,outdoor,0.8
"Laguna Cejar, Ojos del Salar and Tebenquinche in Atacama",4.3,3.0,Cejar Lagoon (Laguna Cejar),Central_South_America,27,outdoor,0.8
"Small-Group tour to Laguna Cejar, Ojos del Salar and Laguna Tebinquinche",4.5,2.0,Cejar Lagoon (Laguna Cejar),Central_South_America,27,outdoor,0.8
Unique Tour of 5 Days in San Pedro de Atacama,5.0,11.0,Cejar Lagoon (Laguna Cejar),Central_South_America,27,outdoor,0.8
"Cejar Lagoon, Tebinquiche Tour and Ojos del Salar from San Pedro de Atacama",3.8,17.0,Cejar Lagoon (Laguna Cejar),Central_South_America,27,outdoor,0.8
Boca Juniors River Plate Stadium and Museum Tour,4.1,7.0,Passion for Boca Juniors Museum (Museo de la Pasión Boquense),Central_South_America,5,indoor,0.8
Buenos Aires Football Experience: Boca & River Stadium Tour,4.2,33.0,Passion for Boca Juniors Museum (Museo de la Pasión Boquense),Central_South_America,5,indoor,0.8
Experience a Football Match in Argentina,5.0,4.0,Passion for Boca Juniors Museum (Museo de la Pasión Boquense),Central_South_America,5,indoor,0.8
Argentine Football Stadiums Tour in Buenos Aires with Local Guide,4.9,11.0,Passion for Boca Juniors Museum (Museo de la Pasión Boquense),Central_South_America,5,indoor,0.8
Ticket for the Museum and Stand of Boca Juniors with Transfers,,,Passion for Boca Juniors Museum (Museo de la Pasión Boquense),Central_South_America,5,indoor,0.8
Cajon Del Maipo with Lunch and Vineyard Tour,5.0,25.0,Maipo Valley,Central_South_America,12,outdoor,0.8
Maipo Valley Experience,5.0,8.0,Maipo Valley,Central_South_America,12,outdoor,0.8
Cajon del Maipo & Embalse El Yeso Tour from Santiago,4.5,2.0,Maipo Valley,Central_South_America,12,outdoor,0.8
Harás de Pirque Experience,5.0,9.0,Maipo Valley,Central_South_America,12,outdoor,0.8
Private Guided Tour in Maipo Canyon with Winery,5.0,1.0,Maipo Valley,Central_South_America,12,outdoor,0.8
Cajon del Maipo & Embalse El Yeso Private Tour from Santiago,,,Maipo Valley,Central_South_America,12,outdoor,0.8
Private Maipo Valley De Luxe Wine Tour,4.0,1.0,Maipo Valley,Central_South_America,12,outdoor,0.8
Traditional Heritage Hacienda Farm Tour from Santiago,,,Maipo Valley,Central_South_America,12,outdoor,0.8
"Private Tour Tarapaca Winery, Zeifendl Lunch and Santa Ema Wines",,,Maipo Valley,Central_South_America,12,outdoor,0.8
Full Day Private Maipo Valley Tour Boutique Wineries,,,Maipo Valley,Central_South_America,12,outdoor,0.8
BA Flavors Food Tour in San Telmo,4.9,53.0,Plaza Dorrego,Central_South_America,49,outdoor,0.8
Buenos Aires for curious people,4.9,66.0,Plaza Dorrego,Central_South_America,49,outdoor,0.8
Discover Buenos Aires 24 Hour Tourist Bus for Foreigners,4.5,10.0,Plaza Dorrego,Central_South_America,49,outdoor,0.8
Historical Guided Food Tour of San Telmo with street food/drinks!,5.0,534.0,Plaza Dorrego,Central_South_America,49,outdoor,0.8
Cultural Immersion Experience by Bike around old BA Max 6 ppl,5.0,102.0,Plaza Dorrego,Central_South_America,49,outdoor,0.8
Highlights of BA by Bike - Part one,5.0,283.0,Plaza Dorrego,Central_South_America,49,outdoor,0.8
Buenos Aires Walking Tour with Local Guide and Optional Rooftop,4.4,82.0,Plaza Dorrego,Central_South_America,49,outdoor,0.8
Experience The Essence of Buenos Aires in San Telmo,4.9,49.0,Plaza Dorrego,Central_South_America,49,outdoor,0.8
Popular Culture Tour to San Telmo & Mataderos Fair,5.0,7.0,Plaza Dorrego,Central_South_America,49,outdoor,0.8
Shared Afro-Argentine Heritage Walking Tour in Buenos Aires,5.0,12.0,Plaza Dorrego,Central_South_America,49,outdoor,0.8
Private City Tour Bogota + Monserrate (+5Hrs),5.0,782.0,La Catedral Primada,Central_South_America,11,outdoor,0.8
Private Tour of the Historic Center and Candelaria in Bogotá,5.0,4.0,La Catedral Primada,Central_South_America,11,outdoor,0.8
Walking Tour True Colombian Experience in Bogota,5.0,278.0,La Catedral Primada,Central_South_America,11,outdoor,0.8
Bike Tour in Bogota Historical Sites and Fruit Market,4.8,163.0,La Catedral Primada,Central_South_America,11,outdoor,0.8
Layover Bogotá Private Tour + Transfer in & Out (4 Hrs.),4.8,38.0,La Catedral Primada,Central_South_America,11,outdoor,0.8
Colonial Bogotá: A Self-Guided Audio Tour of La Candelaria,,,La Catedral Primada,Central_South_America,11,outdoor,0.8
"Self-Guided Audio Tour - El Dorado Expedition, Part I",5.0,1.0,La Catedral Primada,Central_South_America,11,outdoor,0.8
Discovering Bogotá,5.0,3.0,La Catedral Primada,Central_South_America,11,outdoor,0.8
Bogota Religious tour,5.0,2.0,La Catedral Primada,Central_South_America,11,outdoor,0.8
The Best of Bogota Walking Tour,,,La Catedral Primada,Central_South_America,11,outdoor,0.8
Gaucho Day Tour Santa Susana Estancia From Buenos Aires,4.6,7.0,Santa Susana Ranch (Estancia Santa Susana),Central_South_America,20,mixed,0.8
Gaucho Day Trip from Buenos Aires: Santa Susana Ranch,4.1,272.0,Santa Susana Ranch (Estancia Santa Susana),Central_South_America,20,mixed,0.8
Buenos Aires Shore Excursion: Gaucho Day Trip to Santa Susana Ranch,3.6,7.0,Santa Susana Ranch (Estancia Santa Susana),Central_South_America,20,mixed,0.8
Private Tour: Santa Susana Gaucho Ranch from Buenos Aires,,,Santa Susana Ranch (Estancia Santa Susana),Central_South_America,20,mixed,0.8
Fiesta Gaucha and Day Ranch in Santa Susana Ranch,5.0,2.0,Santa Susana Ranch (Estancia Santa Susana),Central_South_America,20,mixed,0.8
"Promo Buenos Aires: City Tour, Tigre Delta Navigation & Gaucho Day Trip",3.3,3.0,Santa Susana Ranch (Estancia Santa Susana),Central_South_America,20,mixed,0.8
Country Day at Estancia Santa Susana,,,Santa Susana Ranch (Estancia Santa Susana),Central_South_America,20,mixed,0.8
Best Deal Buenos Aires: Tigre Delta & Gaucho Experience,,,Santa Susana Ranch (Estancia Santa Susana),Central_South_America,20,mixed,0.8
10-Day Best of Buenos Aires and Iguazu Falls Tour,5.0,1.0,Santa Susana Ranch (Estancia Santa Susana),Central_South_America,20,mixed,0.8
Private Day Tour To A Traditional Estancia,5.0,2.0,Santa Susana Ranch (Estancia Santa Susana),Central_South_America,20,mixed,0.8
Eco Jungle - 3 Days / 2 Nights,4.3,53.0,Sandoval Lake (Lago Sandoval),Central_South_America,38,outdoor,0.8
Full day Sandoval Lake,4.4,12.0,Sandoval Lake (Lago Sandoval),Central_South_America,38,outdoor,0.8
Jungle Eco Jungle And Adventure - 4 Days / 3 Nights,4.5,28.0,Sandoval Lake (Lago Sandoval),Central_South_America,38,outdoor,0.8
Tambopata Jungle Adventure Tour 4 Days,4.8,67.0,Sandoval Lake (Lago Sandoval),Central_South_America,38,outdoor,0.8
Locally Guided Tambopata Amazon Jungle Tour (4 days),4.8,39.0,Sandoval Lake (Lago Sandoval),Central_South_America,38,outdoor,0.8
2 Day Private Tour in Tambopata Amazon,5.0,3.0,Sandoval Lake (Lago Sandoval),Central_South_America,38,outdoor,0.8
Tambopata National Reserve Tour (3 Days),5.0,3.0,Sandoval Lake (Lago Sandoval),Central_South_America,38,outdoor,0.8
Eco Jungle - 2 Days / 1 Night,3.9,8.0,Sandoval Lake (Lago Sandoval),Central_South_America,38,outdoor,0.8
3 Day Tambopata Amazon Jungle Tour at Inkaterra Reserva Amazónica,4.9,8.0,Sandoval Lake (Lago Sandoval),Central_South_America,38,outdoor,0.8
"Tambopata. Sandoval lake and parrot clay lick, 3 days 2 nights",4.8,4.0,Sandoval Lake (Lago Sandoval),Central_South_America,38,outdoor,0.8
Full Day Group Tour - Viña Del Mar-Valparaiso -Casablanca -Reñaca,4.3,1160.0,Paseo 21 de Mayo,Central_South_America,33,outdoor,0.8
Santiago: Full day tour to Valparaiso and Viña del Mar city,4.1,159.0,Paseo 21 de Mayo,Central_South_America,33,outdoor,0.8
A full Private Tour of Valparaiso from Santiago,5.0,110.0,Paseo 21 de Mayo,Central_South_America,33,outdoor,0.8
Traditional Dinner Show in Santiago,4.3,38.0,Paseo 21 de Mayo,Central_South_America,33,outdoor,0.8
Full day Vina del Mar and Valparaiso experience,4.5,75.0,Paseo 21 de Mayo,Central_South_America,33,outdoor,0.8
Valpo in 1 day: Authentic + Famous! Semi-private walking tour & public transport,5.0,73.0,Paseo 21 de Mayo,Central_South_America,33,outdoor,0.8
Famous Valparaíso! Premium Walking Tour with a Native Guide,4.9,47.0,Paseo 21 de Mayo,Central_South_America,33,outdoor,0.8
Small Group Pre-Post Cruise Viña del Mar Valparaiso and Casablanca Winery tour,4.0,35.0,Paseo 21 de Mayo,Central_South_America,33,outdoor,0.8
Casablanca Wine Tour with Valparaiso and Viña del Mar,4.9,9.0,Paseo 21 de Mayo,Central_South_America,33,outdoor,0.8
Private Tour: Viña del Mar and Valparaíso Tour with Wine Tasting in Casablanca Valley,4.3,137.0,Paseo 21 de Mayo,Central_South_America,33,outdoor,0.8
Private Full Day Tour in Santiago,5.0,45.0,Vitacura,Central_South_America,9,outdoor,0.8
Private Tour: Half-Day Santiago Discovery,4.9,228.0,Vitacura,Central_South_America,9,outdoor,0.8
KNOW IT Tour Know history Vitacura Autobalance equipment,5.0,10.0,Vitacura,Central_South_America,9,outdoor,0.8
Private San Cristobal Hill & Metropolitan Park Santiago Bike Tour,4.9,29.0,Vitacura,Central_South_America,9,outdoor,0.8
Private Full-Day Bike Tour of Santiago Cultural 5-6 hrs,4.9,46.0,Vitacura,Central_South_America,9,outdoor,0.8
Transfer and Santiago City Tour: Cruise Port to Vibrant Capital,4.8,4.0,Vitacura,Central_South_America,9,outdoor,0.8
Panoramic Santiago Bike Tour,4.9,78.0,Vitacura,Central_South_America,9,outdoor,0.8
Small Group Santiago City Tour,4.7,30.0,Vitacura,Central_South_America,9,outdoor,0.8
Private San Cristobal Hill Mountain Bike Tour,5.0,28.0,Vitacura,Central_South_America,9,outdoor,0.8
"The best Full Day Combo Tour - Volcanoes, Lake & Mayan Sites",4.8,203.0,San Andrés Archaeological Park (Parque Arqueológico San Andrés),Central_South_America,6,outdoor,0.8
Maya Route Tour | El Salvador Mayan Sites including Joya de Cerén,4.9,98.0,San Andrés Archaeological Park (Parque Arqueológico San Andrés),Central_South_America,6,outdoor,0.8
2 Different Sightseeing in 1 Day Tour - Volcanoes Park and Two Mayan Sites.,4.9,56.0,San Andrés Archaeological Park (Parque Arqueológico San Andrés),Central_South_America,6,outdoor,0.8
2-Day Tour: Following The Maya Path and Copán Ruins,4.4,7.0,San Andrés Archaeological Park (Parque Arqueológico San Andrés),Central_South_America,6,outdoor,0.8
Full Day El Salvador Sunset and Cultural Tours,5.0,2.0,San Andrés Archaeological Park (Parque Arqueológico San Andrés),Central_South_America,6,outdoor,0.8
Fullday El Salvador Archaeological Exploration & Indigo Workshop,5.0,2.0,San Andrés Archaeological Park (Parque Arqueológico San Andrés),Central_South_America,6,outdoor,0.8
Caracol Day Trip & Mountain Pine Ridge from San Ignacio,4.8,35.0,Mountain Pine Ridge Forest Reserve,Central_South_America,7,outdoor,0.8
"Caracol Maya Ruins Tour Including Rio On Pools, Rio Frio Cave and a Picnic Lunch",4.9,207.0,Mountain Pine Ridge Forest Reserve,Central_South_America,7,outdoor,0.8
Mountain Pine Ridge Forest Reserve from San Ignacio,4.9,27.0,Mountain Pine Ridge Forest Reserve,Central_South_America,7,outdoor,0.8
Full-Day Caracol Maya Temple and Pine Ridge Forest Reserve,5.0,25.0,Mountain Pine Ridge Forest Reserve,Central_South_America,7,outdoor,0.8
Mountain Pine Ridge Tour,5.0,4.0,Mountain Pine Ridge Forest Reserve,Central_South_America,7,outdoor,0.8
Xunantunich Maya Temple and Big Rock Falls combo,4.9,11.0,Mountain Pine Ridge Forest Reserve,Central_South_America,7,outdoor,0.8
Horseback Riding and Waterfall Tour from San Ignacio,5.0,3.0,Mountain Pine Ridge Forest Reserve,Central_South_America,7,outdoor,0.8
Miravalles Volcano and Waterfalls from Playa Hermosa,4.9,36.0,Miravalles Volcano,Central_South_America,10,outdoor,0.8
"Volcano Horseback Ride, Mud Bath & Costa Rican Lunch Adventure",5.0,2.0,Miravalles Volcano,Central_South_America,10,outdoor,0.8
"Guanacaste full day: Explore Nature, horse, sloth and waterfalls",4.8,9.0,Miravalles Volcano,Central_South_America,10,outdoor,0.8
Miravalles volcano Tour and Waterfalls from Playa Flamingo,5.0,19.0,Miravalles Volcano,Central_South_America,10,outdoor,0.8
Miravalles Yellowstone of Costa Rica Volcanic Mud and Hot Springs From Guanacaste,5.0,3.0,Miravalles Volcano,Central_South_America,10,outdoor,0.8
Miravalles Crater and Waterfalls from Tamarindo,4.9,14.0,Miravalles Volcano,Central_South_America,10,outdoor,0.8
"Miravalles Volcano Expedition, Waterfalls and Natural Hot Springs",5.0,1.0,Miravalles Volcano,Central_South_America,10,outdoor,0.8
Volcano Crater Tour and Waterfalls,4.8,4.0,Miravalles Volcano,Central_South_America,10,outdoor,0.8
Miravalles Volcano Private Nature Tour with Hot Spring,5.0,1.0,Miravalles Volcano,Central_South_America,10,outdoor,0.8
Waterfall and Volcano Private Tour With Lunch and Transportation,,,Miravalles Volcano,Central_South_America,10,outdoor,0.8
2-Day Trip to Tikal and Yaxha Ruins,4.5,2.0,Yaxhá,Central_South_America,21,outdoor,1.0
Yaxha Archaeological Focus Day Tour with Monkeys Spotting,5.0,11.0,Yaxhá,Central_South_America,21,outdoor,1.0
Tikal and Yaxha Overnight Trip by Air from Antigua,4.4,7.0,Yaxhá,Central_South_America,21,outdoor,1.0
Yaxha VIP Exclusive Sunset Tour from Flores Guatemala,5.0,18.0,Yaxhá,Central_South_America,21,outdoor,1.0
Yaxha Archaeological Focus Afternoon and Sunset Tour with Monkeys Spotting,5.0,6.0,Yaxhá,Central_South_America,21,outdoor,1.0
"8-Day Best of Guatemala Tour: Antigua, Pacaya Volcano, Lake Atitlan and Tikal Ruins",4.5,19.0,Yaxhá,Central_South_America,21,outdoor,1.0
2-Day Mayan Ruins Tour of Tikal and Yaxha from Flores,5.0,5.0,Yaxhá,Central_South_America,21,outdoor,1.0
"Treasures of the Mayan World: Tikal, Yaxha, Blue Crater, Flores Island",5.0,1.0,Yaxhá,Central_South_America,21,outdoor,1.0
Tikal and Yaxha Overnight Trip by Air from Guatemala City,4.8,10.0,Yaxhá,Central_South_America,21,outdoor,1.0
One Day Tour Yaxha all Inclusive from Flores,5.0,1.0,Yaxhá,Central_South_America,21,outdoor,1.0
Downtown São Paulo's Epic History: A Self-Guided Audio Tour,4.6,5.0,Martinelli Building (Edifício Martinelli),Central_South_America,15,mixed,0.8
São Paulo Highlights Walking Tour with a Guide,5.0,4.0,Martinelli Building (Edifício Martinelli),Central_South_America,15,mixed,0.8
Sao Paulo: Downtown-Center History Walking Tour - in English,5.0,73.0,Martinelli Building (Edifício Martinelli),Central_South_America,15,mixed,0.8
"Private São Paulo Tour with Ibirapuera Park, Paulista Av and Downtown Visit",4.9,172.0,Martinelli Building (Edifício Martinelli),Central_South_America,15,mixed,0.8
São Paulo Major Tourist Attractions Private Tour: 8-Hour (Santos City Pick-up),4.6,30.0,Martinelli Building (Edifício Martinelli),Central_South_America,15,mixed,0.8
Sao Paulo Top Highlights Tour with Market visit (4h),5.0,11.0,Martinelli Building (Edifício Martinelli),Central_South_America,15,mixed,0.8
Private São Paulo 5h City Tour Municipal Mercado,4.8,5.0,Martinelli Building (Edifício Martinelli),Central_South_America,15,mixed,0.8
São Paulo Must-see Attractions Walking Tour with a Guide,5.0,1.0,Martinelli Building (Edifício Martinelli),Central_South_America,15,mixed,0.8
Private Layover Tour from GRU or CGH airports (6h),5.0,13.0,Martinelli Building (Edifício Martinelli),Central_South_America,15,mixed,0.8
Private Sao Paulo Shore Excursion from Santos Port (8h),5.0,5.0,Martinelli Building (Edifício Martinelli),Central_South_America,15,mixed,0.8
Full Day Private Colchagua Wine Tour from Santiago,5.0,14.0,Colchagua Valley,Central_South_America,14,outdoor,0.8
Private Colchagua VIK and Montes Wineries Experience,4.5,16.0,Colchagua Valley,Central_South_America,14,outdoor,0.8
Colchagua Valley Experience,5.0,6.0,Colchagua Valley,Central_South_America,14,outdoor,0.8
Colchagua Valley Winery Day Trip from Santiago,4.8,4.0,Colchagua Valley,Central_South_America,14,outdoor,0.8
"Viu Manent and Montes Winery, Colchagua Valley from semi-private",4.9,7.0,Colchagua Valley,Central_South_America,14,outdoor,0.8
Colchagua Full Day Wine Tour: Casa Silva & L'Apostolle Wineries,5.0,2.0,Colchagua Valley,Central_South_America,14,outdoor,0.8
Colchagua Valley,3.5,4.0,Colchagua Valley,Central_South_America,14,outdoor,0.8
Signature Vineyard Exclusive Tour with Certificated Sommelier,4.6,5.0,Colchagua Valley,Central_South_America,14,outdoor,0.8
"Self Drive Experience in Colchagua Valley, 4 days",,,Colchagua Valley,Central_South_America,14,outdoor,0.8
Private Tour at Maturana Wines and VIK winery with Lunch,5.0,1.0,Colchagua Valley,Central_South_America,14,outdoor,0.8
Hiking Tour to Sierra Negra Volcano,4.4,14.0,Sierra Negra Volcano,Central_South_America,42,outdoor,0.8
Walking Tour to Sierra Negra volcano and Chico Volcano from Isabela Island,4.2,12.0,Sierra Negra Volcano,Central_South_America,42,outdoor,0.8
Half Day Tour in Sierra Negra Volcano & Lava Fields,5.0,4.0,Sierra Negra Volcano,Central_South_America,42,outdoor,0.8
Sierra Negra Volcano hiking in Isabela: 5-6 hours Day tour,,,Sierra Negra Volcano,Central_South_America,42,outdoor,0.8
"8-Day Galapagos Island Hopping Tour-Explore 5 Islands-Snorkel,Hike & Wildlife",5.0,1.0,Sierra Negra Volcano,Central_South_America,42,outdoor,0.8
5-Day All-Inclusive Galapagos: Isabela and Santa Cruz Island,4.0,9.0,Sierra Negra Volcano,Central_South_America,42,outdoor,0.8
Multi Day Tour Around Galápagos Islands,5.0,1.0,Sierra Negra Volcano,Central_South_America,42,outdoor,0.8
"Galapagos Island Hopping (Santa Cruz, San Cristobal and Isabela)",5.0,1.0,Sierra Negra Volcano,Central_South_America,42,outdoor,0.8
Sierra Negra Volcano Galapagos Horse Riding,5.0,5.0,Sierra Negra Volcano,Central_South_America,42,outdoor,0.8
Student Tour of Galapagos and Ecuador,5.0,4.0,Sierra Negra Volcano,Central_South_America,42,outdoor,0.8
"Full Day Tour Huacas, Chan Chan & Huanchaco - Trujillo",4.5,56.0,Chan Chan,Central_South_America,21,outdoor,0.8
Archaeological Chan Chan Tour,4.7,18.0,Chan Chan,Central_South_America,21,outdoor,0.8
"Trujillo in a Day: Chan Chan, Huanchaco, Sun and Moon Temples, and Dragon Temple",4.3,14.0,Chan Chan,Central_South_America,21,outdoor,0.8
Customize Cruise Ship Full Day tour - English Guide,4.3,32.0,Chan Chan,Central_South_America,21,outdoor,0.8
Private tour full day chan chan & huacas sun and moon in SUV,5.0,10.0,Chan Chan,Central_South_America,21,outdoor,0.8
"Temples of the Sun & Moon, Chan Chan and Huanchaco with lunch",,,Chan Chan,Central_South_America,21,outdoor,0.8
Trujillo Private,3.0,2.0,Chan Chan,Central_South_America,21,outdoor,0.8
Full day: Moon and Sun temple & Chan Chan from Trujillo,5.0,1.0,Chan Chan,Central_South_America,21,outdoor,0.8
Shore Excursion From Salaverry Port,3.3,9.0,Chan Chan,Central_South_America,21,outdoor,0.8
Tour in Trujillo to Huaca de la Luna Chan Chan and Huanchaco,,,Chan Chan,Central_South_America,21,outdoor,0.8
"Arequipa, Historic and Colonial City and Santa Catalina Monastery",4.5,38.0,Santa Catalina Monastery (Monasterio de Santa Catalina),Central_South_America,26,outdoor,0.8
Monasterio de Santa Catalina Admission Ticket,4.7,225.0,Santa Catalina Monastery (Monasterio de Santa Catalina),Central_South_America,26,outdoor,0.8
A 3-hour Guided Food Tour with 4 Iconic Restaurants of Arequipa,4.8,84.0,Santa Catalina Monastery (Monasterio de Santa Catalina),Central_South_America,26,outdoor,0.8
Arequipa Walking Tour and Santa Catalina Monastery,,,Santa Catalina Monastery (Monasterio de Santa Catalina),Central_South_America,26,outdoor,0.8
Guided tour of the city of Arequipa in private service,4.6,5.0,Santa Catalina Monastery (Monasterio de Santa Catalina),Central_South_America,26,outdoor,0.8
3-hour guided tour in Arequipa,5.0,2.0,Santa Catalina Monastery (Monasterio de Santa Catalina),Central_South_America,26,outdoor,0.8
"City Tour in Arequipa, Santa Catalina and viewpoints",,,Santa Catalina Monastery (Monasterio de Santa Catalina),Central_South_America,26,outdoor,0.8
Arequipa City Tour and Santa Catalina Monastery,,,Santa Catalina Monastery (Monasterio de Santa Catalina),Central_South_America,26,outdoor,0.8
Half-Day Arequipa Private City Tour Including Santa Catalina Monastery,,,Santa Catalina Monastery (Monasterio de Santa Catalina),Central_South_America,26,outdoor,0.8
Half-Day Arequipa City Tour and Santa Catalina Monastery,3.0,1.0,Santa Catalina Monastery (Monasterio de Santa Catalina),Central_South_America,26,outdoor,0.8
Laguna de Apoyo Day pass plus Masaya Volcano,3.7,3.0,Apoyo Lagoon Natural Reserve (Laguna de Apoyo),Central_South_America,9,outdoor,0.8
PRIVATE Granada+Apoyo Lagoon and Masaya volcano tour,5.0,1.0,Apoyo Lagoon Natural Reserve (Laguna de Apoyo),Central_South_America,9,outdoor,0.8
PRIVATE Laguna de apoyo day pass + masaya volcano,5.0,1.0,Apoyo Lagoon Natural Reserve (Laguna de Apoyo),Central_South_America,9,outdoor,0.8
"4 in 1 San Juan de Oriente, Laguna de Apoyo, Masaya National Park and Market",5.0,1.0,Apoyo Lagoon Natural Reserve (Laguna de Apoyo),Central_South_America,9,outdoor,0.8
Nicaragua Highlights: A 10 days journey through the best of Nicaragua!,5.0,4.0,Apoyo Lagoon Natural Reserve (Laguna de Apoyo),Central_South_America,9,outdoor,0.8
Full Day Tour Isletas + Pueblos Blancos + Laguna from Granada,5.0,1.0,Apoyo Lagoon Natural Reserve (Laguna de Apoyo),Central_South_America,9,outdoor,0.8
Granada+Apoyo Lagoon +handicraft market+Masaya Volcano,3.0,2.0,Apoyo Lagoon Natural Reserve (Laguna de Apoyo),Central_South_America,9,outdoor,0.8
"3 full day tour at Granada, Masaya and Leon area from Managua",,,Apoyo Lagoon Natural Reserve (Laguna de Apoyo),Central_South_America,9,outdoor,0.8
"Charming Nicaragua ""9 days Private Tour""",5.0,1.0,Apoyo Lagoon Natural Reserve (Laguna de Apoyo),Central_South_America,9,outdoor,0.8
Private Santos and Guaruja Tour from São Paulo,4.3,12.0,Guarujá,Central_South_America,8,outdoor,0.8
Private 8-hour Tour to Santos City and Guarujá Island,4.8,23.0,Guarujá,Central_South_America,8,outdoor,0.8
"Beaches Tour: Santos, São Vicente and Guaruja from São Paulo",4.8,28.0,Guarujá,Central_South_America,8,outdoor,0.8
Day Trip Tour to Santos And Guaruja,3.0,1.0,Guarujá,Central_South_America,8,outdoor,0.8
Santos & Guarujá Beach Tour- 8 hours- Pickup in São Paulo,4.9,30.0,Guarujá,Central_South_America,8,outdoor,0.8
Private tour of Praia Santos and Guarujá near São Paulo - Full Day,4.7,15.0,Guarujá,Central_South_America,8,outdoor,0.8
Abseiling 47 Meters With Instructor Facing The Sea,5.0,1.0,Guarujá,Central_South_America,8,outdoor,0.8
Private Tour on the Beaches of São Paulo - 8h,,,Guarujá,Central_South_America,8,outdoor,0.8
Private excursion Iguaçu waterfalls both sides + border triangle,4.8,105.0,Parque Nacional do Iguaçu,Central_South_America,28,outdoor,0.8
Tour to Iguassu Falls Brazilian side,4.6,83.0,Parque Nacional do Iguaçu,Central_South_America,28,outdoor,0.8
"Brazilian Falls, Bird Park and Itaipu Dam from Foz do Iguaçu",4.9,62.0,Parque Nacional do Iguaçu,Central_South_America,28,outdoor,0.8
Exclusive Bike Experience at Iguazu Falls,5.0,131.0,Parque Nacional do Iguaçu,Central_South_America,28,outdoor,0.8
Brazilian Side of the Falls and Boat Tour Macuco Safari - All Tickets Included,4.5,43.0,Parque Nacional do Iguaçu,Central_South_America,28,outdoor,0.8
Iguassu Falls in a Nutshell,4.7,15.0,Parque Nacional do Iguaçu,Central_South_America,28,outdoor,0.8
Private Tour Iguaçu Waterfalls + Helicopter Flight,5.0,5.0,Parque Nacional do Iguaçu,Central_South_America,28,outdoor,0.8
Private Tour Iguaçu Falls + City Tour Foz do Iguaçu,5.0,8.0,Parque Nacional do Iguaçu,Central_South_America,28,outdoor,0.8
Iguassu Falls Combo Tour: Visit to the Brazilian side and Waterfall Boat Ride,4.1,49.0,Parque Nacional do Iguaçu,Central_South_America,28,outdoor,0.8
Combo Tour - Iguassu Falls and visit to Dreamland,3.9,19.0,Parque Nacional do Iguaçu,Central_South_America,28,outdoor,0.8
